id|name|cost|type|power|toughness|oracleText|edition|rarity|colorType|cmc
29791|Seton's Desire|{2}{G}|Enchantment - Aura| | |Enchant creature <br>Enchanted creature gets +2/+2. <br><i>Threshold</i> - As long as seven or more cards are in your graveyard, all creatures able to block enchanted creature do so.|Odyssey |Common|null|0
29792|Skycloud Expanse| |Land| | |{1}, {T}: Add {W}{U} to your mana pool.|Odyssey |Rare|null|0
29793|Darkwater Catacombs| |Land| | |{1}, {T}: Add {U}{B} to your mana pool.|Odyssey |Rare|null|0
29794|Shadowblood Ridge| |Land| | |{1}, {T}: Add {B}{R} to your mana pool.|Odyssey |Rare|null|0
29795|Mossfire Valley| |Land| | |{1}, {T}: Add {R}{G} to your mana pool.|Odyssey |Rare|null|0
29796|Sungrass Prairie| |Land| | |{1}, {T}: Add {G}{W} to your mana pool.|Odyssey |Rare|null|0
29798|Beloved Chaplain|{1}{W}|Creature - Human Cleric|1|1|Protection from creatures|Odyssey |Uncommon|null|0
29799|Petradon|{6}{R}{R}|Creature - Nightmare Beast|5|6|When Petradon comes into play, remove two target lands from the game. <br>When Petradon leaves play, return the removed cards to play under their owners' control. <br>{R}: Petradon gets +1/+0 until end of turn.|Torment |Rare|null|0
29800|Centaur Veteran|{5}{G}|Creature - Centaur|3|3|Trample <br>{G}, Discard a card: Regenerate Centaur Veteran.|Torment |Common|null|0
29801|Mystic Zealot|{3}{W}|Creature - Human Nomad Mystic|2|4|<i>Threshold</i> - Mystic Zealot gets +1/+1 and has flying as long as seven or more cards are in your graveyard.|Odyssey |Common|null|0
29802|Mystic Crusader|{1}{W}{W}|Creature - Human Nomad Mystic|2|1|Protection from black and from red <br><i>Threshold</i> - Mystic Crusader gets +1/+1 and has flying as long as seven or more cards are in your graveyard.|Odyssey |Rare|null|0
29804|Resilient Wanderer|{2}{W}{W}|Creature - Human Nomad|2|3|First strike <br>Discard a card: Resilient Wanderer gains protection from the color of your choice until end of turn.|Odyssey |Uncommon|null|0
29805|Nomad Decoy|{2}{W}|Creature - Human Nomad|1|2|{W}, {T}: Tap target creature. <br><i>Threshold</i> - {W}{W}, {T}: Tap two target creatures. Play this ability only if seven or more cards are in your graveyard.|Odyssey |Uncommon|null|0
29806|Luminous Guardian|{3}{W}|Creature - Human Nomad|1|4|{W}: Luminous Guardian gets +0/+1 until end of turn. <br>{2}: Luminous Guardian can block an additional creature this turn.|Odyssey |Uncommon|null|0
29807|Spiritualize|{2}{W}|Instant| | |Until end of turn, whenever target creature deals damage, you gain that much life. <br>Draw a card.|Odyssey |Uncommon|null|0
29808|Ray of Distortion|{3}{W}|Instant| | |Destroy target artifact or enchantment. <br> <br>Flashback {4}{W}{W} <I>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</I>|Odyssey |Common|null|0
29810|Sphere of Truth|{3}{W}|Enchantment| | |If a white source would deal damage to you, prevent 2 of that damage.|Odyssey |Uncommon|null|0
29811|Sphere of Reason|{3}{W}|Enchantment| | |If a blue source would deal damage to you, prevent 2 of that damage.|Odyssey |Uncommon|null|0
29812|Sphere of Grace|{3}{W}|Enchantment| | |If a black source would deal damage to you, prevent 2 of that damage.|Odyssey |Uncommon|null|0
29813|Sphere of Law|{3}{W}|Enchantment| | |If a red source would deal damage to you, prevent 2 of that damage.|Odyssey |Uncommon|null|0
29814|Sphere of Duty|{3}{W}|Enchantment| | |If a green source would deal damage to you, prevent 2 of that damage.|Odyssey |Uncommon|null|0
29816|Possessed Nomad|{2}{W}{W}|Creature - Human Nomad Horror|3|3|Vigilance <br><i>Threshold</i> - As long as seven or more cards are in your graveyard, Possessed Nomad gets +1/+1, is black, and has "{2}{B}, {T}: Destroy target white creature."|Torment |Rare|null|0
29818|Innocent Blood|{B}|Sorcery| | |Each player sacrifices a creature.|Odyssey |Common|null|0
2981|Spectral Bears|{1}{G}|Creature - Bear Spirit|3|3|Whenever Spectral Bears attacks, if defending player controls no black nontoken permanents, it doesn't untap during your next untap step.|Homelands |Uncommon|null|0
29820|Balshan Griffin|{3}{U}{U}|Creature - Griffin|3|2|Flying <br>{1}{U}, Discard a card: Return Balshan Griffin to its owner's hand.|Odyssey |Uncommon|null|0
29821|Cephalid Looter|{2}{U}|Creature - Cephalid Rogue|2|1|{T}: Target player draws a card, then discards a card.|Odyssey |Common|null|0
29823|Predict|{1}{U}|Instant| | |Name a card, then put the top card of target player's library into his or her graveyard. If that card is the named card, you draw two cards. Otherwise, you draw a card.|Odyssey |Uncommon|null|0
29825|Insidious Dreams|{3}{B}|Instant| | |As an additional cost to play Insidious Dreams, discard X cards. <br>Search your library for X cards. Then shuffle your library and put those cards on top of it in any order.|Torment |Rare|null|0
29826|Dematerialize|{3}{U}|Sorcery| | |Return target permanent to its owner's hand. <br> <br>Flashback {5}{U}{U} <I>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</I>|Odyssey |Common|null|0
29827|Turbulent Dreams|{U}{U}|Sorcery| | |As an additional cost to play Turbulent Dreams, discard X cards. <br>Return X target nonland permanents to their owners' hands.|Torment |Rare|null|0
29828|Immobilizing Ink|{1}{U}|Enchantment - Aura| | |Enchant creature <br>Enchanted creature doesn't untap during its controller's untap step. <br>Enchanted creature has "{1}, Discard a card: Untap this creature."|Odyssey |Common|null|0
2982|Willow Faerie|{1}{G}|Creature - Faerie|1|2|Flying|Homelands |Common|null|0
29830|Think Tank|{2}{U}|Enchantment| | |At the beginning of your upkeep, look at the top card of your library. You may put that card into your graveyard.|Odyssey |Uncommon|null|0
29831|Flash of Insight|{X}{1}{U}|Instant| | |Look at the top X cards of your library. Put one of them into your hand and the rest on the bottom of your library. <br> <br>Flashback-{1}{U}, Remove X blue cards in your graveyard from the game. <I>(You can't remove Flash of Insight to pay for its own flashback cost.)</I>|Judgment |Uncommon|null|0
29832|Syncopate|{X}{U}|Instant| | |Counter target spell unless its controller pays {X}. If that spell is countered this way, remove it from the game instead of putting it into its owner's graveyard.|Odyssey |Common|null|0
29835|Painbringer|{2}{B}{B}|Creature - Human Minion|1|1|{T}, Remove any number of cards in your graveyard from the game: Target creature gets -X/-X until end of turn, where X is the number of cards removed this way.|Odyssey |Uncommon|null|0
29836|Childhood Horror|{3}{B}|Creature - Horror|2|2|Flying <br><i>Threshold</i> - As long as seven or more cards are in your graveyard, Childhood Horror gets +2/+2 and can't block.|Odyssey |Uncommon|null|0
29839|Stalking Bloodsucker|{4}{B}{B}|Creature - Vampire|4|4|Flying <br>{1}{B}, Discard a card: Stalking Bloodsucker gets +2/+2 until end of turn.|Odyssey |Rare|null|0
29840|Crypt Creeper|{1}{B}|Creature - Zombie|2|1|Sacrifice Crypt Creeper: Remove target card in a graveyard from the game.|Odyssey |Common|null|0
29841|Frantic Purification|{2}{W}|Instant| | |Destroy target enchantment. <br>Madness {W} <i>(If you discard this card, you may play it for its madness cost instead of putting it into your graveyard.)</i>|Torment |Common|null|0
29842|Rotting Giant|{1}{B}|Creature - Zombie Giant|3|3|Whenever Rotting Giant attacks or blocks, sacrifice it unless you remove a card in your graveyard from the game.|Odyssey |Uncommon|null|0
29845|Screams of the Damned|{3}{B}{B}|Enchantment| | |{1}{B}, Remove a card in your graveyard from the game: Screams of the Damned deals 1 damage to each creature and each player.|Odyssey |Uncommon|null|0
29846|Buried Alive|{2}{B}|Sorcery| | |Search your library for up to three creature cards and put them into your graveyard. Then shuffle your library.|Odyssey |Uncommon|null|0
29848|Skull Fracture|{B}|Sorcery| | |Target player discards a card. <br>Flashback {3}{B} <I>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</I>|Odyssey |Uncommon|null|0
29849|Extract|{U}|Sorcery| | |Search target player's library for a card and remove that card from the game. Then that player shuffles his or her library.|Odyssey |Rare|null|0
2984|Willow Priestess|{2}{G}{G}|Creature - Faerie Druid|2|2|{T}: You may put a Faerie permanent card from your hand into play. <br>{2}{G}: Target green creature gains protection from black until end of turn.|Homelands |Rare|null|0
29850|Cursed Monstrosity|{4}{B}|Creature - Horror|4|3|Flying <br>Whenever Cursed Monstrosity becomes the target of a spell or ability, sacrifice it unless you discard a land card.|Odyssey |Rare|null|0
29853|Dwarven Recruiter|{2}{R}|Creature - Dwarf|2|2|When Dwarven Recruiter comes into play, search your library for any number of Dwarf cards and reveal those cards. Shuffle your library, then put them on top of it in any order.|Odyssey |Uncommon|null|0
29854|Spark Mage|{R}|Creature - Dwarf Wizard|1|1|Whenever Spark Mage deals combat damage to a player, you may have Spark Mage deal 1 damage to target creature that player controls.|Odyssey |Uncommon|null|0
29855|Frenetic Ogre|{4}{R}|Creature - Ogre|2|3|{R}, Discard a card at random: Frenetic Ogre gets +3/+0 until end of turn.|Odyssey |Uncommon|null|0
29856|Breaking Point|{1}{R}{R}|Sorcery| | |Any player may have Breaking Point deal 6 damage to him or her. If no one does, destroy all creatures and they can't be regenerated.|Judgment |Rare|null|0
29857|Accelerate|{1}{R}|Instant| | |Target creature gains haste until end of turn. <br>Draw a card.|Torment |Common|null|0
29858|Blazing Salvo|{R}|Instant| | |Blazing Salvo deals 3 damage to target creature unless that creature's controller has Blazing Salvo deal 5 damage to him or her.|Odyssey |Common|null|0
29859|Magma Vein|{2}{R}|Enchantment| | |{R}, Sacrifice a land: Magma Vein deals 1 damage to each creature without flying.|Odyssey |Uncommon|null|0
2985|Aliban's Tower|{1}{R}|Instant| | |Target blocking creature gets +3/+1 until end of turn.|Homelands |Common|null|0
29860|Shower of Coals|{3}{R}{R}|Sorcery| | |Shower of Coals deals 2 damage to each of up to three target creatures and/or players. <br><i>Threshold</i> - Shower of Coals deals 4 damage to each of those creatures and/or players instead if seven or more cards are in your graveyard.|Odyssey |Uncommon|null|0
29861|Battle Strain|{1}{R}|Enchantment| | |Whenever a creature blocks, Battle Strain deals 1 damage to that creature's controller.|Odyssey |Uncommon|null|0
29862|Ember Shot|{6}{R}|Instant| | |Ember Shot deals 3 damage to target creature or player. <br> <br>Draw a card.|Judgment |Common|null|0
29863|Flash of Defiance|{1}{R}|Sorcery| | |Players can't block with green and/or white creatures this turn. <br>Flashback-{1}{R}, Pay 3 life. <I>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</I>|Torment |Common|null|0
29864|Recoup|{1}{R}|Sorcery| | |Target sorcery card in your graveyard gains flashback until end of turn. If you play that card this turn, its flashback cost becomes equal to its mana cost as you play it. <I>(Mana cost includes color.)</I> <br> <br>Flashback {3}{R} <I>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</I>|Odyssey |Uncommon|null|0
29866|Liquid Fire|{4}{R}{R}|Sorcery| | |Liquid Fire deals 5 damage divided as you choose between target creature and that creature's controller.|Odyssey |Uncommon|null|0
29868|Overmaster|{R}|Sorcery| | |The next instant or sorcery spell you play this turn can't be countered by spells or abilities. <br> <br>Draw a card.|Torment |Rare|null|0
29870|Nantuko Elder|{2}{G}|Creature - Insect Druid|1|2|{T}: Add {1}{G} to your mana pool.|Odyssey |Uncommon|null|0
29871|Ivy Elemental|{X}{G}|Creature - Elemental|0|0|Ivy Elemental comes into play with X +1/+1 counters on it.|Odyssey |Rare|null|0
29872|Krosan Restorer|{2}{G}|Creature - Human Druid|1|2|{T}: Untap target land. <br><i>Threshold</i> - {T}: Untap up to three target lands. Play this ability only if seven or more cards are in your graveyard.|Torment |Common|null|0
29873|Acorn Harvest|{3}{G}|Sorcery| | |Put two 1/1 green Squirrel creature tokens into play. <br>Flashback-{1}{G}, Pay 3 life. <I>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</I>|Torment |Common|null|0
29877|Springing Tiger|{3}{G}|Creature - Cat|3|3|<i>Threshold</i> - Springing Tiger gets +2/+2 as long as seven or more cards are in your graveyard.|Odyssey |Common|null|0
29878|Crashing Centaur|{4}{G}{G}|Creature - Centaur|3|4|{G}, Discard a card: Crashing Centaur gains trample until end of turn. <br><i>Threshold</i> - As long as seven or more cards are in your graveyard, Crashing Centaur gets +2/+2 and has shroud. <i>(It can't be the target of spells or abilities.)</i>|Odyssey |Uncommon|null|0
29879|Still Life|{1}{G}{G}|Enchantment| | |{G}{G}: Still Life becomes a 4/3 Centaur creature until end of turn. It's still an enchantment.|Odyssey |Uncommon|null|0
2987|Ambush|{3}{R}|Instant| | |Blocking creatures gain first strike until end of turn.|Homelands |Common|null|0
29880|Beast Attack|{2}{G}{G}{G}|Instant| | |Put a 4/4 green Beast creature token into play. <br> <br>Flashback {2}{G}{G}{G} <I>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</I>|Odyssey |Uncommon|null|0
29881|Roar of the Wurm|{6}{G}|Sorcery| | |Put a 6/6 green Wurm creature token into play. <br> <br>Flashback {3}{G} <I>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</I>|Odyssey |Uncommon|null|0
29882|Piper's Melody|{G}|Sorcery| | |Shuffle any number of target creature cards from your graveyard into your library.|Odyssey |Uncommon|null|0
29883|Cleansing Meditation|{1}{W}{W}|Sorcery| | |Destroy all enchantments. <br><i>Threshold</i> - If seven or more cards are in your graveyard, instead destroy all enchantments, then return to play all cards in your graveyard destroyed this way.|Torment |Uncommon|null|0
29884|Deep Reconnaissance|{2}{G}|Sorcery| | |Search your library for a basic land card and put that card into play tapped. Then shuffle your library. <br> <br>Flashback {4}{G} <I>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</I>|Odyssey |Uncommon|null|0
29885|Exoskeletal Armor|{1}{G}|Enchantment - Aura| | |Enchant creature <br>Enchanted creature gets +X/+X, where X is the number of creature cards in all graveyards.|Judgment |Uncommon|null|0
29886|Insist|{G}|Sorcery| | |The next creature spell you play this turn can't be countered by spells or abilities. <br> <br>Draw a card.|Torment |Rare|null|0
29887|Limestone Golem|{6}|Artifact Creature - Golem|3|4|{2}, Sacrifice Limestone Golem: Target player draws a card.|Odyssey |Uncommon|null|0
29889|Otarian Juggernaut|{4}|Artifact Creature - Juggernaut|2|3|Otarian Juggernaut can't be blocked by Walls. <br><i>Threshold</i> - As long as seven or more cards are in your graveyard, Otarian Juggernaut gets +3/+0 and attacks each turn if able.|Odyssey |Rare|null|0
29890|Guiltfeeder|{3}{B}{B}|Creature - Horror|0|4|Fear <br>Whenever Guiltfeeder attacks and isn't blocked, defending player loses 1 life for each card in his or her graveyard.|Judgment |Rare|null|0
29892|Skycloud Egg|{1}|Artifact| | |{2}, {T}, Sacrifice Skycloud Egg: Add {W}{U} to your mana pool. Draw a card.|Odyssey |Uncommon|null|0
29893|Sandstone Deadfall|{3}|Artifact| | |{T}, Sacrifice two lands and Sandstone Deadfall: Destroy target attacking creature.|Odyssey |Uncommon|null|0
29896|Cabal Coffers| |Land| | |{2}, {T}: Add {B} to your mana pool for each Swamp you control.|Torment |Uncommon|null|0
29897|Steamclaw|{2}|Artifact| | |{3}, {T}: Remove target card in a graveyard from the game. <br> <br>{1}, Sacrifice Steamclaw: Remove target card in a graveyard from the game.|Odyssey |Uncommon|null|0
29899|Charmed Pendant|{4}|Artifact| | |{T}, Put the top card of your library into your graveyard: For each colored mana symbol in that card's mana cost, add one mana of that color to your mana pool. Play this ability only any time you could play an instant. <I>(For example, if the card's mana cost is </I>{3}{U}{U}{B}<I>, you add </I>{U}{U}{B}<I> to your mana pool.)</I>|Odyssey |Rare|null|0
29902|Nomad Stadium| |Land| | |{T}: Add {W} to your mana pool. Nomad Stadium deals 1 damage to you. <br><i>Threshold</i> - {W}, {T}, Sacrifice Nomad Stadium: You gain 4 life. Play this ability only if seven or more cards are in your graveyard.|Odyssey |Uncommon|null|0
29903|Cephalid Coliseum| |Land| | |{T}: Add {U} to your mana pool. Cephalid Coliseum deals 1 damage to you. <br><i>Threshold</i> - {U}, {T}, Sacrifice Cephalid Coliseum: Target player draws three cards, then discards three cards. Play this ability only if seven or more cards are in your graveyard.|Odyssey |Uncommon|null|0
29904|Cabal Pit| |Land| | |{T}: Add {B} to your mana pool. Cabal Pit deals 1 damage to you. <br><i>Threshold</i> - {B}, {T}, Sacrifice Cabal Pit: Target creature gets -2/-2 until end of turn. Play this ability only if seven or more cards are in your graveyard.|Odyssey |Uncommon|null|0
29905|Centaur Garden| |Land| | |{T}: Add {G} to your mana pool. Centaur Garden deals 1 damage to you. <br><i>Threshold</i> - {G}, {T}, Sacrifice Centaur Garden: Target creature gets +3/+3 until end of turn. Play this ability only if seven or more cards are in your graveyard.|Odyssey |Uncommon|null|0
29906|Barbarian Ring| |Land| | |{T}: Add {R} to your mana pool. Barbarian Ring deals 1 damage to you. <br><i>Threshold</i> - {R}, {T}, Sacrifice Barbarian Ring: Barbarian Ring deals 2 damage to target creature or player. Play this ability only if seven or more cards are in your graveyard.|Odyssey |Uncommon|null|0
29907|Invigorating Falls|{2}{G}{G}|Sorcery| | |You gain life equal to the number of creature cards in all graveyards.|Torment |Common|null|0
29908|Restless Dreams|{B}|Sorcery| | |As an additional cost to play Restless Dreams, discard X cards. <br>Return X target creature cards from your graveyard to your hand.|Torment |Common|null|0
29909|Devoted Caretaker|{W}|Creature - Human Cleric|1|2|{W}, {T}: Target permanent you control gains protection from instants and from sorceries until end of turn.|Odyssey |Rare|null|0
2990|An-Zerrin Ruins|{2}{R}{R}|Enchantment| | |As An-Zerrin Ruins comes into play, choose a creature type. <br>Creatures of the chosen type don't untap during their controllers' untap steps.|Homelands |Rare|null|0
29910|Wayward Angel|{4}{W}{W}|Creature - Angel Horror|4|4|Flying, vigilance <br><i>Threshold</i> - As long as seven or more cards are in your graveyard, Wayward Angel gets +3/+3, is black, has trample, and has "At the beginning of your upkeep, sacrifice a creature."|Odyssey |Rare|null|0
29911|Master Apothecary|{W}{W}{W}|Creature - Human Cleric|2|2|Tap an untapped Cleric you control: Prevent the next 2 damage that would be dealt to target creature or player this turn.|Odyssey |Rare|null|0
29912|Major Teroh|{3}{W}|Legendary Creature - Bird Soldier|2|3|Flying <br>{3}{W}{W}, Sacrifice Major Teroh: Remove all black creatures from the game.|Torment |Rare|null|0
29913|Graceful Antelope|{2}{W}{W}|Creature - Antelope|1|4|Plainswalk <br>Whenever Graceful Antelope deals combat damage to a player, you may have target land become a Plains until Graceful Antelope leaves play.|Odyssey |Rare|null|0
29914|Cantivore|{1}{W}{W}|Creature - Lhurgoyf|*|*|Vigilance <br>Cantivore's power and toughness are each equal to the number of enchantment cards in all graveyards.|Odyssey |Rare|null|0
29916|Delaying Shield|{3}{W}|Enchantment| | |If you would be dealt damage, put that many delay counters on Delaying Shield instead. <br> <br>At the beginning of your upkeep, remove all delay counters from Delaying Shield. For each delay counter removed this way, you lose 1 life unless you pay {1}{W}.|Odyssey |Rare|null|0
29917|Divine Sacrament|{1}{W}{W}|Enchantment| | |White creatures get +1/+1. <br><i>Threshold</i> - White creatures get an additional +1/+1 as long as seven or more cards are in your graveyard.|Odyssey |Rare|null|0
29918|Earnest Fellowship|{1}{W}|Enchantment| | |Each creature has protection from its colors.|Odyssey |Rare|null|0
2991|Anaba Ancestor|{1}{R}|Creature - Minotaur Spirit|1|1|{T}: Another target Minotaur creature gets +1/+1 until end of turn.|Homelands |Rare|null|0
29921|Kirtar's Wrath|{4}{W}{W}|Sorcery| | |Destroy all creatures. They can't be regenerated. <br><i>Threshold</i> - If seven or more cards are in your graveyard, instead destroy all creatures, then put two 1/1 white Spirit creature tokens with flying into play. Creatures destroyed this way can't be regenerated.|Odyssey |Rare|null|0
29922|Aegis of Honor|{W}|Enchantment| | |{1}: The next time an instant or sorcery spell would deal damage to you this turn, that spell deals that damage to its controller instead.|Odyssey |Rare|null|0
29923|Aven Shrine|{1}{W}{W}|Enchantment| | |Whenever a player plays a spell, that player gains X life, where X is the number of cards in all graveyards with the same name as that spell.|Odyssey |Rare|null|0
29924|Test of Endurance|{2}{W}{W}|Enchantment| | |At the beginning of your upkeep, if you have 50 or more life, you win the game.|Judgment |Rare|null|0
29925|Patron Wizard|{U}{U}{U}|Creature - Human Wizard|2|2|Tap an untapped Wizard you control: Counter target spell unless its controller pays {1}.|Odyssey |Rare|null|0
29927|Breakthrough|{X}{U}|Sorcery| | |Draw four cards, then choose X cards in your hand and discard the rest.|Torment |Uncommon|null|0
29929|Amugaba|{5}{U}{U}|Creature - Illusion|6|6|Flying <br>{2}{U}, Discard a card: Return Amugaba to its owner's hand.|Odyssey |Rare|null|0
29931|Cognivore|{6}{U}{U}|Creature - Lhurgoyf|*|*|Flying <br>Cognivore's power and toughness are each equal to the number of instant cards in all graveyards.|Odyssey |Rare|null|0
29934|Unifying Theory|{1}{U}|Enchantment| | |Whenever a player plays a spell, that player may pay {2}. If the player does, he or she draws a card.|Odyssey |Rare|null|0
29935|Gravestorm|{B}{B}{B}|Enchantment| | |At the beginning of your upkeep, target opponent may remove a card in his or her graveyard from the game. If that player doesn't, you may draw a card.|Odyssey |Rare|null|0
29936|Standstill|{1}{U}|Enchantment| | |When a player plays a spell, sacrifice Standstill. If you do, each of that player's opponents draws three cards.|Odyssey |Uncommon|null|0
29937|Laquatus's Creativity|{4}{U}|Sorcery| | |Target player draws cards equal to the number of cards in his or her hand, then discards that many cards.|Odyssey |Uncommon|null|0
29940|Pedantic Learning|{U}{U}|Enchantment| | |Whenever a land card is put into your graveyard from your library, you may pay {1}. If you do, draw a card.|Odyssey |Rare|null|0
29941|Cephalid Shrine|{1}{U}{U}|Enchantment| | |Whenever a player plays a spell, counter that spell unless that player pays {X}, where X is the number of cards in all graveyards with the same name as the spell.|Odyssey |Rare|null|0
29943|Cabal Patriarch|{3}{B}{B}{B}|Legendary Creature - Human Wizard|5|5|{2}{B}, Sacrifice a creature: Target creature gets -2/-2 until end of turn. <br>{2}{B}, Remove a creature card in your graveyard from the game: Target creature gets -2/-2 until end of turn.|Odyssey |Rare|null|0
29944|Sutured Ghoul|{4}{B}{B}{B}|Creature - Zombie|*|*|Trample <br>As Sutured Ghoul comes into play, remove any number of creature cards in your graveyard from the game. <br>Sutured Ghoul's power is equal to the total power of the removed cards and its toughness is equal to their total toughness.|Judgment |Rare|null|0
29945|Repentant Vampire|{3}{B}{B}|Creature - Vampire|3|3|Flying <br>Whenever a creature dealt damage by Repentant Vampire this turn is put into a graveyard, put a +1/+1 counter on Repentant Vampire. <br><i>Threshold</i> - As long as seven or more cards are in your graveyard, Repentant Vampire is white and has "{T}: Destroy target black creature."|Odyssey |Rare|null|0
29947|Braids, Cabal Minion|{2}{B}{B}|Legendary Creature - Human Minion|2|2|At the beginning of each player's upkeep, that player sacrifices an artifact, creature, or land.|Odyssey |Rare|null|0
29950|Bloodcurdler|{1}{B}|Creature - Horror|1|1|Flying <br>At the beginning of your upkeep, put the top card of your library into your graveyard. <br><i>Threshold</i> - As long as seven or more cards are in your graveyard, Bloodcurdler gets +1/+1 and has "At the end of your turn, remove two cards in your graveyard from the game."|Odyssey |Rare|null|0
29952|Nefarious Lich|{B}{B}{B}{B}|Enchantment| | |If you would be dealt damage, remove that many cards in your graveyard from the game instead. If you can't, you lose the game. <br>If you would gain life, draw that many cards instead. <br>When Nefarious Lich leaves play, you lose the game.|Odyssey |Rare|null|0
29953|Tainted Pact|{1}{B}|Instant| | |Remove the top card of your library from the game. You may put that card into your hand unless it has the same name as another card removed this way. Repeat this process until you put a card into your hand or you remove two cards with the same name, whichever comes first.|Odyssey |Rare|null|0
29955|Decaying Soil|{1}{B}{B}|Enchantment| | |At the beginning of your upkeep, remove a card in your graveyard from the game. <br><i>Threshold</i> - As long as seven or more cards are in your graveyard, Decaying Soil has "Whenever a nontoken creature is put into your graveyard from play, you may pay {1}. If you do, return that card to your hand."|Odyssey |Rare|null|0
29956|Haunting Echoes|{3}{B}{B}|Sorcery| | |Remove all cards in target player's graveyard other than basic land cards from the game. Search that player's library for all cards with the same name as cards removed this way and remove them from the game. Then that player shuffles his or her library.|Odyssey |Rare|null|0
29957|Zombie Infestation|{1}{B}|Enchantment| | |Discard two cards: Put a 2/2 black Zombie creature token into play.|Odyssey |Uncommon|null|0
29958|Skeletal Scrying|{X}{B}|Instant| | |As an additional cost to play Skeletal Scrying, remove X cards in your graveyard from the game. <br>You draw X cards and you lose X life.|Odyssey |Uncommon|null|0
29959|Cabal Shrine|{1}{B}{B}|Enchantment| | |Whenever a player plays a spell, that player discards X cards, where X is the number of cards in all graveyards with the same name as that spell.|Odyssey |Rare|null|0
29961|Whipkeeper|{2}{R}{R}|Creature - Dwarf|1|1|{T}: Whipkeeper deals damage to target creature equal to the damage already dealt to it this turn.|Odyssey |Uncommon|null|0
29962|Pardic Miner|{1}{R}|Creature - Dwarf|1|1|Sacrifice Pardic Miner: Target player can't play lands this turn.|Odyssey |Rare|null|0
29964|Mine Layer|{3}{R}|Creature - Dwarf|1|1|{1}{R}, {T}: Put a mine counter on target land. <br>Whenever a land with a mine counter on it becomes tapped, destroy it. <br>When Mine Layer leaves play, remove all mine counters from all lands.|Odyssey |Rare|null|0
29965|Ashen Firebeast|{6}{R}{R}|Creature - Elemental Beast|6|6|{1}{R}: Ashen Firebeast deals 1 damage to each creature without flying.|Odyssey |Rare|null|0
29966|Savage Firecat|{3}{R}{R}|Creature - Elemental Cat|0|0|Trample <br>Savage Firecat comes into play with seven +1/+1 counters on it. <br>Whenever you tap a land for mana, remove a +1/+1 counter from Savage Firecat.|Odyssey |Rare|null|0
29968|Obstinate Familiar|{R}|Creature - Lizard|1|1|If you would draw a card, you may skip that draw instead.|Odyssey |Rare|null|0
29969|Vampiric Dragon|{6}{B}{R}|Creature - Vampire Dragon|5|5|Flying <br>Whenever a creature dealt damage by Vampiric Dragon this turn is put into a graveyard, put a +1/+1 counter on Vampiric Dragon. <br>{1}{R}: Vampiric Dragon deals 1 damage to target creature.|Odyssey |Rare|null|0
2996|Anaba Spirit Crafter|{2}{R}{R}|Creature - Minotaur Shaman|1|3|Minotaur creatures get +1/+0.|Homelands |Rare|null|0
29970|Volley of Boulders|{8}{R}|Sorcery| | |Volley of Boulders deals 6 damage divided as you choose among any number of target creatures and/or players. <br> <br>Flashback {R}{R}{R}{R}{R}{R} <I>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</I>|Odyssey |Rare|null|0
29971|Need for Speed|{R}|Enchantment| | |Sacrifice a land: Target creature gains haste until end of turn.|Odyssey |Rare|null|0
29972|Molten Influence|{1}{R}|Instant| | |Counter target instant or sorcery spell unless its controller has Molten Influence deal 4 damage to him or her.|Odyssey |Rare|null|0
29973|Price of Glory|{2}{R}|Enchantment| | |Whenever a player taps a land for mana, if it's not that player's turn, destroy that land.|Odyssey |Uncommon|null|0
29977|Dwarven Shrine|{1}{R}{R}|Enchantment| | |Whenever a player plays a spell, Dwarven Shrine deals X damage to that player, where X is twice the number of cards in all graveyards with the same name as that spell.|Odyssey |Rare|null|0
29978|Chance Encounter|{2}{R}{R}|Enchantment| | |Whenever you win a coin flip, put a luck counter on Chance Encounter. <br> <br>At the beginning of your upkeep, if Chance Encounter has ten or more luck counters on it, you win the game.|Odyssey |Rare|null|0
29979|Squirrel Mob|{1}{G}{G}|Creature - Squirrel|2|2|Squirrel Mob gets +1/+1 for each other Squirrel in play.|Odyssey |Rare|null|0
2997|Chandler|{4}{R}|Legendary Creature - Human Rogue|3|3|{R}{R}{R}, {T}: Destroy target artifact creature.|Homelands |Common|null|0
29980|Gorilla Titan|{3}{G}{G}|Creature - Ape|4|4|Trample <br>Gorilla Titan gets +4/+4 as long as there are no cards in your graveyard.|Odyssey |Uncommon|null|0
29981|Nantuko Mentor|{2}{G}|Creature - Insect Druid|1|1|{2}{G}, {T}: Target creature gets +X/+X until end of turn, where X is that creature's power.|Odyssey |Rare|null|0
29982|Terravore|{1}{G}{G}|Creature - Lhurgoyf|*|*|Trample <br>Terravore's power and toughness are each equal to the number of land cards in all graveyards.|Odyssey |Rare|null|0
